GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A009GU89	rep	involved_in	GO:0000725	recombinational repair	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002253357	1310608	TreeGrafter		P
UniProtKB	A0A009GU89	rep	involved_in	GO:0006260	DNA replication	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0235	1310608	UniProt		P
UniProtKB	A0A009GU89	rep	involved_in	GO:0006268	DNA unwinding involved in DNA replication	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005752	1310608	InterPro		P
UniProtKB	A0A009GU89	rep	involved_in	GO:0006268	DNA unwinding involved in DNA replication	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000161582	1310608	UniProt		P
UniProtKB	A0A009GU89	rep	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002253357	1310608	TreeGrafter		C
UniProtKB	A0A009GU90	J507_3444	enables	GO:0004803	transposase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		F
UniProtKB	A0A009GU90	J507_3444	involved_in	GO:0032196	transposition	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		P
UniProtKB	A0A009GU90	J507_3444	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		C
UniProtKB	A0A009GU91	minD	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GU91	minD	enables	GO:0005524	ATP binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000344164	1310608	TreeGrafter		F
UniProtKB	A0A009GU91	minD	enables	GO:0016887	ATP hydrolysis activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010223	1310608	InterPro		F
UniProtKB	A0A009GU91	minD	enables	GO:0016887	ATP hydrolysis activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000344164	1310608	TreeGrafter		F
UniProtKB	A0A009GU91	minD	involved_in	GO:0051782	negative regulation of cell division	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000344164	1310608	TreeGrafter		P
UniProtKB	A0A009GU91	minD	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000344164	1310608	TreeGrafter		C
UniProtKB	A0A009GU91	minD	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	1310608	UniProt		C
UniProtKB	A0A009GU91	minD	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	1310608	UniProt		C
UniProtKB	A0A009GU91	minD	located_in	GO:0009898	cytoplasmic side of plasma membrane	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000344164	1310608	TreeGrafter		C
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005982	1310608	InterPro		F
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.8.1.9	1310608	UniProt		F
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000000749	1310608	UniProt		F
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:20345	1310608	RHEA		F
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026249	1310608	UniProt		F
UniProtKB	A0A009GU95	trxB	enables	GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002872020	1310608	TreeGrafter		F
UniProtKB	A0A009GU95	trxB	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GU95	trxB	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005982	1310608	InterPro		P
UniProtKB	A0A009GU95	trxB	involved_in	GO:0019430	removal of superoxide radicals	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000000749	1310608	UniProt		P
UniProtKB	A0A009GU95	trxB	involved_in	GO:0045454	cell redox homeostasis	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002872020	1310608	TreeGrafter		P
UniProtKB	A0A009GU95	trxB	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005982	1310608	InterPro		C
UniProtKB	A0A009GU99	J507_3771	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GU99	J507_3771	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GUF1	J507_3729	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR035994	1310608	InterPro		F
UniProtKB	A0A009GUF1	J507_3729	enables	GO:0008782	adenosylhomocysteine nucleosidase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008218509	1310608	TreeGrafter		F
UniProtKB	A0A009GUF1	J507_3729	enables	GO:0008930	methylthioadenosine nucleosidase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008218509	1310608	TreeGrafter		F
UniProtKB	A0A009GUF1	J507_3729	involved_in	GO:0009116	nucleoside metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR035994	1310608	InterPro		P
UniProtKB	A0A009GUF1	J507_3729	involved_in	GO:0019284	L-methionine salvage from S-adenosylmethionine	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008218509	1310608	TreeGrafter		P
UniProtKB	A0A009GUF1	J507_3729	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008218509	1310608	TreeGrafter		C
UniProtKB	A0A009GUG1	J507_3739	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002611	1310608	InterPro		F
UniProtKB	A0A009GUG3	J507_3744	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010982	1310608	InterPro		F
UniProtKB	A0A009GUG8	J507_3749	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GUG8	J507_3749	involved_in	GO:0000731	DNA synthesis involved in DNA repair	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001282531	1310608	TreeGrafter		P
UniProtKB	A0A009GUG8	J507_3749	involved_in	GO:0006302	double-strand break repair	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001282531	1310608	TreeGrafter		P
UniProtKB	A0A009GUK1	J507_3365	enables	GO:0004252	serine-type endopeptidase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001940	1310608	InterPro		F
UniProtKB	A0A009GUK1	J507_3365	involved_in	GO:0006508	proteolysis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001940	1310608	InterPro		P
UniProtKB	A0A009GUK1	J507_3365	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GUN7	J507_3710	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000620	1310608	InterPro		C
UniProtKB	A0A009GUN7	J507_3710	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GUP0	J507_3715	enables	GO:0000976	transcription cis-regulatory region binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN005359911	1310608	TreeGrafter		F
UniProtKB	A0A009GUP0	J507_3715	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		F
UniProtKB	A0A009GUP0	J507_3715	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN005359911	1310608	TreeGrafter		F
UniProtKB	A0A009GUP0	J507_3715	enables	GO:0043565	sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		F
UniProtKB	A0A009GUP0	J507_3715	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		P
UniProtKB	A0A009GUP0	J507_3715	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN005359911	1310608	TreeGrafter		C
UniProtKB	A0A009GUQ0	J507_3725	involved_in	GO:0009306	protein secretion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006144	1310608	InterPro		P
UniProtKB	A0A009GUQ0	J507_3725	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006144	1310608	InterPro		C
UniProtKB	A0A009GUQ0	J507_3725	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GUQ8	J507_3400	located_in	GO:0019867	outer membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006315	1310608	InterPro		C
UniProtKB	A0A009GUZ8	J507_3329	enables	GO:0015288	porin activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002011558	1310608	TreeGrafter		F
UniProtKB	A0A009GUZ8	J507_3329	enables	GO:0015562	efflux transmembrane transporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003423|InterPro:IPR010130	1310608	InterPro		F
UniProtKB	A0A009GUZ8	J507_3329	enables	GO:0015562	efflux transmembrane transporter activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002011558	1310608	TreeGrafter		F
UniProtKB	A0A009GUZ8	J507_3329	involved_in	GO:0055085	transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003423|InterPro:IPR010130	1310608	InterPro		P
UniProtKB	A0A009GUZ8	J507_3329	located_in	GO:0009279	cell outer membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0998	1310608	UniProt		C
UniProtKB	A0A009GUZ8	J507_3329	located_in	GO:0019867	outer membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010130	1310608	InterPro		C
UniProtKB	A0A009GUZ8	J507_3329	part_of	GO:1990281	efflux pump complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002011558	1310608	TreeGrafter		C
UniProtKB	A0A009GV04	J507_3690	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GV07	J507_3339	enables	GO:0016787	hydrolase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002933|InterPro:IPR017439	1310608	InterPro		F
UniProtKB	A0A009GV07	J507_3339	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GV07	J507_3339	enables	GO:0016787	hydrolase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002251946	1310608	TreeGrafter		F
UniProtKB	A0A009GV07	J507_3339	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GV12	J507_3695	enables	GO:0008270	zinc ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002328	1310608	InterPro		F
UniProtKB	A0A009GV12	J507_3695	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002328|InterPro:IPR020843	1310608	InterPro		F
UniProtKB	A0A009GV12	J507_3695	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GV12	J507_3695	enables	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028442	1310608	UniProt		F
UniProtKB	A0A009GV12	J507_3695	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GV15	J507_3349	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GV17	J507_3700	enables	GO:0043565	sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010921	1310608	InterPro		F
UniProtKB	A0A009GV18	J507_3354	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003673	1310608	InterPro		F
UniProtKB	A0A009GV18	J507_3354	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GVA5	J507_3653	enables	GO:0016740	transferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	1310608	UniProt		F
UniProtKB	A0A009GVC4	J507_3658	enables	GO:0019172	glyoxalase III activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000111328	1310608	TreeGrafter		F
UniProtKB	A0A009GVC4	J507_3658	involved_in	GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000111328	1310608	TreeGrafter		P
UniProtKB	A0A009GVC4	J507_3658	involved_in	GO:0019249	lactate biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0019172	1310608	GOC		P
UniProtKB	A0A009GVC4	J507_3658	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000111328	1310608	TreeGrafter		C
UniProtKB	A0A009GVD4	J507_3663	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003735	1310608	InterPro		F
UniProtKB	A0A009GVD4	J507_3663	enables	GO:0046872	metal ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003735	1310608	InterPro		F
UniProtKB	A0A009GVD4	J507_3663	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003735	1310608	InterPro		P
UniProtKB	A0A009GVD4	J507_3663	involved_in	GO:0045892	negative regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029084	1310608	UniProt		P
UniProtKB	A0A009GVD5	rpoN	enables	GO:0001216	DNA-binding transcription activator activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000394|InterPro:IPR007634	1310608	InterPro		F
UniProtKB	A0A009GVD5	rpoN	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007046	1310608	InterPro		F
UniProtKB	A0A009GVD5	rpoN	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GVD5	rpoN	enables	GO:0016779	nucleotidyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0548	1310608	UniProt		F
UniProtKB	A0A009GVD5	rpoN	enables	GO:0016987	sigma factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000394	1310608	InterPro		F
UniProtKB	A0A009GVD5	rpoN	enables	GO:0016987	sigma factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0731	1310608	UniProt		F
UniProtKB	A0A009GVD5	rpoN	involved_in	GO:0006352	DNA-templated transcription initiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007046	1310608	InterPro		P
UniProtKB	A0A009GVD5	rpoN	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0731	1310608	UniProt		P
UniProtKB	A0A009GVD5	rpoN	involved_in	GO:0045893	positive regulation of DNA-templated transcription	ECO:0000366	IEA	GO_REF:0000108	GO:0001216	1310608	GOC		P
UniProtKB	A0A009GVD5	rpoN	involved_in	GO:2000142	regulation of DNA-templated transcription initiation	ECO:0000366	IEA	GO_REF:0000108	GO:0016987	1310608	GOC		P
UniProtKB	A0A009GVD5	rpoN	part_of	GO:0000428	DNA-directed RNA polymerase complex	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0240	1310608	UniProt		C
UniProtKB	A0A009GVD8	J507_3668	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GVD8	J507_3668	involved_in	GO:0006310	DNA recombination	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0233	1310608	UniProt		P
UniProtKB	A0A009GVD8	J507_3668	involved_in	GO:0032196	transposition	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0815	1310608	UniProt		P
UniProtKB	A0A009GVE0	hisD	enables	GO:0004399	histidinol dehydrogenase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022695	1310608	InterPro		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0004399	histidinol dehydrogenase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.1.1.23	1310608	UniProt		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0004399	histidinol dehydrogenase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100501	1310608	UniProt		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0004399	histidinol dehydrogenase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:20641	1310608	RHEA		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0004399	histidinol dehydrogenase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002723373	1310608	TreeGrafter		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0008270	zinc ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100501	1310608	UniProt		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0046872	metal ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012131|InterPro:IPR022695	1310608	InterPro		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GVE0	hisD	enables	GO:0051287	NAD binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012131|InterPro:IPR022695	1310608	InterPro		F
UniProtKB	A0A009GVE0	hisD	involved_in	GO:0000105	L-histidine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022695	1310608	InterPro		P
UniProtKB	A0A009GVE0	hisD	involved_in	GO:0000105	L-histidine biosynthetic process	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00031	1310608	UniProt		P
UniProtKB	A0A009GVE0	hisD	involved_in	GO:0000105	L-histidine biosynthetic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0368	1310608	UniProt		P
UniProtKB	A0A009GVE0	hisD	involved_in	GO:0000105	L-histidine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100501	1310608	UniProt		P
UniProtKB	A0A009GVE0	hisD	involved_in	GO:0000105	L-histidine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002723373	1310608	TreeGrafter		P
UniProtKB	A0A009GVE0	hisD	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002723373	1310608	TreeGrafter		C
UniProtKB	A0A009GVE0	hisD	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002723373	1310608	TreeGrafter		C
UniProtKB	A0A009GVE2	J507_3673	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001207	1310608	InterPro		F
UniProtKB	A0A009GVE2	J507_3673	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GVE2	J507_3673	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001029781	1310608	UniProt		F
UniProtKB	A0A009GVE2	J507_3673	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001207	1310608	InterPro		F
UniProtKB	A0A009GVE2	J507_3673	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001029781	1310608	UniProt		F
UniProtKB	A0A009GVE2	J507_3673	involved_in	GO:0006310	DNA recombination	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0233	1310608	UniProt		P
UniProtKB	A0A009GVE2	J507_3673	involved_in	GO:0006313	DNA transposition	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001207	1310608	InterPro		P
UniProtKB	A0A009GVE2	J507_3673	involved_in	GO:0006313	DNA transposition	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001029781	1310608	UniProt		P
UniProtKB	A0A009GVE2	J507_3673	involved_in	GO:0032196	transposition	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0815	1310608	UniProt		P
UniProtKB	A0A009GVF2	J507_3311	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00027533	1310608	UniProt		F
UniProtKB	A0A009GVF2	J507_3311	enables	GO:0010945	coenzyme A diphosphatase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045121	1310608	InterPro		F
UniProtKB	A0A009GVF2	J507_3311	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GVF2	J507_3311	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0016788	hydrolase activity, acting on ester bonds	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026277	1310608	UniProt		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0018738	S-formylglutathione hydrolase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR014186	1310608	InterPro		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0018738	S-formylglutathione hydrolase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.1.2.12	1310608	UniProt		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0018738	S-formylglutathione hydrolase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001996062	1310608	UniProt		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0018738	S-formylglutathione hydrolase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:14961	1310608	RHEA		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0018738	S-formylglutathione hydrolase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000006930	1310608	TreeGrafter		F
UniProtKB	A0A009GVF9	J507_3316	enables	GO:0052689	carboxylic ester hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0719	1310608	UniProt		F
UniProtKB	A0A009GVF9	J507_3316	involved_in	GO:0046292	formaldehyde metabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001996062	1310608	UniProt		P
UniProtKB	A0A009GVF9	J507_3316	involved_in	GO:0046294	formaldehyde catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR014186	1310608	InterPro		P
UniProtKB	A0A009GVF9	J507_3316	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000006930	1310608	TreeGrafter		C
UniProtKB	A0A009GVG5	J507_3321	enables	GO:0005507	copper ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002355|InterPro:IPR006376|InterPro:IPR011706|InterPro:IPR011707|InterPro:IPR034279	1310608	InterPro		F
UniProtKB	A0A009GVG5	J507_3321	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011706	1310608	InterPro		F
UniProtKB	A0A009GVG5	J507_3321	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GVG5	J507_3321	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GVG5	J507_3321	located_in	GO:0030288	outer membrane-bounded periplasmic space	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008762153	1310608	TreeGrafter		C
UniProtKB	A0A009GVG5	J507_3321	located_in	GO:0042597	periplasmic space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006376	1310608	InterPro		C
UniProtKB	A0A009GVH0	argJ	enables	GO:0004042	L-glutamate N-acetyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.3.1.1	1310608	UniProt		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004042	L-glutamate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100615	1310608	UniProt		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004042	L-glutamate N-acetyltransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:24292	1310608	RHEA		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004042	L-glutamate N-acetyltransferase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002349843	1310608	TreeGrafter		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004358	glutamate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002813	1310608	InterPro		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004358	glutamate N-acetyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.3.1.35	1310608	UniProt		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004358	glutamate N-acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100615	1310608	UniProt		F
UniProtKB	A0A009GVH0	argJ	enables	GO:0004358	glutamate N-acetyltransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:15349	1310608	RHEA		F
